fecha,timestamp,R:v,R:i,R:p,R:q,S:v,S:i,S:p,S:q,T:v,T:i,T:p,T:q
2023/05/12 19:55:00,1683932100,228.4,1.2,39,14,231.6,1.3,132,-19,230.3,1.2,31,-29
2023/05/12 20:00:00,1683932400,227.8,1.1,44,5,231.0,1.4,128,-13,229.7,1.2,31,-32
2023/05/12 20:05:01,1683932701,228.0,1.0,45,-8,231.0,1.2,120,-4,229.8,1.2,30,-33
2023/05/12 20:10:00,1683933000,228.8,1.2,42,9,231.6,1.3,132,-11,230.4,1.2,23,-4
2023/05/12 20:15:00,1683933300,227.9,1.2,45,11,231.5,1.4,127,-12,229.9,1.2,39,-24
2023/05/12 20:20:01,1683933601,228.5,1.0,47,7,231.3,1.2,125,-14,229.9,1.2,33,-31
2023/05/12 20:25:00,1683933900,228.3,1.0,30,5,231.3,1.4,127,-7,229.8,1.3,43,-32
2023/05/12 20:30:01,1683934201,228.2,1.2,40,-3,231.0,1.4,132,-6,229.9,1.1,29,-14
2023/05/12 20:35:01,1683934501,228.1,1.2,54,2,231.0,1.4,119,-6,229.8,1.2,24,-51
2023/05/12 20:40:00,1683934800,228.7,1.1,63,0,231.8,1.5,136,-19,230.5,1.3,40,-21
2023/05/12 20:45:00,1683935100,228.7,1.2,30,-3,231.9,1.4,126,-10,230.6,1.1,43,-12
2023/05/12 20:50:01,1683935401,229.2,1.0,45,14,232.3,1.4,135,-4,231.2,1.2,44,-13
2023/05/12 20:55:00,1683935700,229.0,1.0,40,10,232.1,1.4,127,-12,230.7,1.1,33,-30
2023/05/12 21:00:01,1683936001,229.1,1.1,43,6,232.1,1.4,131,-13,230.8,1.3,40,-33
2023/05/12 21:05:00,1683936300,229.3,1.1,40,5,232.6,1.3,131,-6,231.4,1.2,36,-29
2023/05/12 21:10:01,1683936601,229.6,1.1,36,-7,232.9,1.4,137,-4,231.7,1.2,58,-26
2023/05/12 21:15:00,1683936900,229.2,1.1,41,8,232.3,1.2,112,-20,231.3,1.2,31,-22
2023/05/12 21:20:01,1683937201,229.7,1.2,27,10,232.9,1.4,135,-6,231.5,1.2,32,-22
