unixtime,potencia_III,v_l1_l2,v_l2_l3,v_l3_l1
Wed Sep 25 14:03:55 2019,198802.44827586206,13434.868965517242,13289.503448275862,13333.779310344831
Wed Sep 25 14:04:56 2019,152092.58620689655,13450.75862068965,13295.668965517245,13353.310344827583
Wed Sep 25 14:05:55 2019,220405.39285714287,13449.771428571428,13293.685714285715,13348.414285714285
Wed Sep 25 14:06:56 2019,174476.0344827586,13442.979310344826,13284.372413793106,13342.675862068967
Wed Sep 25 14:07:55 2019,174905.5,13443.000000000002,13291.24285714286,13339.799999999994
Wed Sep 25 14:08:56 2019,203009.6896551724,13437.558620689657,13285.28275862069,13345.489655172414
Wed Sep 25 14:09:54 2019,194525.5,13415.785714285716,13265.785714285716,13319.614285714286
Wed Sep 25 14:10:55 2019,147669.75862068965,13401.351724137932,13248.951724137933,13304.110344827584
Wed Sep 25 14:11:56 2019,144630.41379310345,13379.834482758622,13235.834482758619,13284.206896551723
Wed Sep 25 14:12:55 2019,220476.2857142857,13412.571428571431,13267.842857142858,13303.028571428573
Wed Sep 25 14:13:56 2019,173085.2068965517,13445.793103448275,13298.689655172413,13333.531034482758
Wed Sep 25 14:14:55 2019,200196.32142857142,13439.957142857142,13295.914285714287,13334.57142857143
Wed Sep 25 14:15:56 2019,192830.3448275862,13440.331034482755,13293.558620689653,13331.875862068964
Wed Sep 25 14:16:54 2019,169309.42857142858,13450.714285714288,13301.185714285717,13339.242857142857
Wed Sep 25 14:17:55 2019,215624.8620689655,13446.206896551725,13295.875862068964,13332.786206896551
Wed Sep 25 14:18:56 2019,166383.55172413794,13420.055172413793,13276.55172413793,13313.006896551724
Wed Sep 25 14:19:55 2019,155725.42857142858,13412.442857142853,13262.871428571427,13301.571428571431
Wed Sep 25 14:20:56 2019,149632.72413793104,13426.675862068965,13280.027586206896,13315.158620689659
Wed Sep 25 14:21:55 2019,195061.42857142858,13428.428571428576,13279.285714285714,13316.828571428572
Wed Sep 25 14:22:56 2019,205945.93103448275,13425.76551724138,13279.117241379308,13315.820689655173
Wed Sep 25 14:23:54 2019,174302.4642857143,13441.71428571428,13294.371428571432,13326.385714285714
Wed Sep 25 14:24:55 2019,225865.6896551724,13458.910344827584,13309.986206896552,13348.262068965514
Wed Sep 25 14:25:54 2019,173993.35714285713,13458.428571428576,13306.542857142858,13347.214285714284
Wed Sep 25 14:26:55 2019,216076.9655172414,13449.600000000002,13296.66206896552,13337.420689655173
Wed Sep 25 14:27:56 2019,169395.0,13426.758620689658,13280.813793103449,13322.606896551726
Wed Sep 25 14:28:55 2019,149313.0357142857,13453.757142857143,13310.228571428568,13351.54285714286
Wed Sep 25 14:29:56 2019,149841.72413793104,13457.420689655171,13313.834482758617,13354.841379310343
Wed Sep 25 14:30:54 2019,165835.4642857143,13471.371428571427,13323.471428571427,13366.414285714287
Wed Sep 25 14:31:55 2019,207884.89655172414,13479.51724137931,13332.041379310345,13375.448275862069
Wed Sep 25 14:32:54 2019,162648.85714285713,13478.357142857143,13333.800000000001,13377.214285714288
Wed Sep 25 14:33:55 2019,214655.27586206896,13470.3724137931,13328.524137931034,13364.855172413796
Wed Sep 25 14:34:56 2019,168432.4827586207,13461.641379310346,13318.634482758622,13359.103448275864
Wed Sep 25 14:35:55 2019,197357.39285714287,13459.885714285714,13315.457142857145,13354.371428571429
Wed Sep 25 14:36:56 2019,187341.55172413794,13453.489655172414,13309.737931034484,13350.082758620689
Wed Sep 25 14:37:54 2019,144089.7142857143,13449.47142857143,13302.557142857144,13343.528571428571
Wed Sep 25 14:38:55 2019,143633.5172413793,13453.117241379308,13307.255172413792,13349.834482758622
Wed Sep 25 14:39:56 2019,191480.4827586207,13445.00689655172,13296.537931034482,13338.16551724138
Wed Sep 25 14:40:55 2019,193311.92857142858,13451.614285714286,13306.414285714285,13346.271428571426
Wed Sep 25 14:41:56 2019,169909.06896551725,13444.427586206895,13299.310344827583,13339.696551724137
Wed Sep 25 14:42:54 2019,196995.4642857143,13420.414285714287,13276.628571428573,13320.557142857146
Wed Sep 25 14:43:55 2019,197774.27586206896,13442.937931034481,13300.46896551724,13339.2
Wed Sep 25 14:44:56 2019,171851.55172413794,13403.337931034483,13259.337931034483,13302.413793103446
Wed Sep 25 14:45:55 2019,215210.25,13431.642857142857,13291.371428571429,13331.485714285716
Wed Sep 25 14:46:56 2019,148416.4827586207,13421.6275862069,13280.275862068966,13321.77931034483
Wed Sep 25 14:47:55 2019,141605.5,13415.699999999999,13272.942857142854,13314.900000000003
Wed Sep 25 14:48:56 2019,190627.1379310345,13428.455172413796,13284.95172413793,13326.165517241381
Wed Sep 25 14:49:54 2019,185391.60714285713,13431.300000000003,13290.042857142858,13334.142857142857
Wed Sep 25 14:50:55 2019,165924.24137931035,13428.000000000002,13281.848275862068,13330.8
Wed Sep 25 14:51:54 2019,163443.75,13441.371428571429,13293.514285714287,13342.8
Wed Sep 25 14:52:55 2019,217142.8275862069,13456.055172413793,13309.199999999999,13357.82068965517
Wed Sep 25 14:53:56 2019,163536.37931034484,13437.310344827587,13287.599999999999,13335.186206896555
Wed Sep 25 14:54:55 2019,201289.17857142858,13412.057142857144,13264.757142857143,13312.714285714288
Wed Sep 25 14:55:56 2019,176710.1379310345,13412.068965517243,13270.427586206897,13315.448275862069
Wed Sep 25 14:56:55 2019,165445.0,13414.457142857145,13272.814285714285,13313.57142857143
Wed Sep 25 14:57:55 2019,208121.41379310345,13406.937931034481,13258.882758620693,13304.358620689654
Wed Sep 25 14:58:54 2019,140920.64285714287,13421.057142857146,13273.114285714284,13317.257142857143
Wed Sep 25 14:59:55 2019,143606.0344827586,13424.648275862071,13278.455172413793,13319.420689655173
Wed Sep 25 15:00:56 2019,143105.8620689655,13426.675862068963,13280.441379310347,13323.806896551725
Wed Sep 25 15:01:55 2019,152943.39285714287,13442.742857142857,13298.271428571428,13336.885714285714
Wed Sep 25 15:02:56 2019,219034.10344827586,13449.144827586208,13306.055172413793,13346.896551724141
Wed Sep 25 15:03:55 2019,164451.42857142858,13448.400000000003,13310.014285714282,13346.100000000004
Wed Sep 25 15:04:56 2019,200326.9655172414,13445.91724137931,13308.289655172415,13344.74482758621
Wed Sep 25 15:05:55 2019,177350.4642857143,13442.271428571426,13301.57142857143,13338.985714285716
Wed Sep 25 15:06:55 2019,168432.3448275862,13441.117241379312,13301.42068965517,13337.793103448277
Wed Sep 25 15:07:54 2019,216480.57142857142,13435.242857142859,13296.385714285716,13332.72857142857
Wed Sep 25 15:08:55 2019,147775.6896551724,13444.800000000003,13306.055172413793,13339.075862068963
Wed Sep 25 15:09:56 2019,145730.3103448276,13454.524137931036,13315.158620689659,13352.855172413792
Wed Sep 25 15:10:55 2019,146808.10714285713,13465.628571428573,13325.357142857145,13364.22857142857
Wed Sep 25 15:11:56 2019,190034.4827586207,13468.593103448275,13330.8,13368.3724137931
Wed Sep 25 15:12:55 2019,197009.60714285713,13469.871428571429,13331.271428571428,13369.114285714284
Wed Sep 25 15:13:56 2019,166352.6896551724,13461.641379310344,13320.910344827584,13359.68275862069
Wed Sep 25 15:14:55 2019,215263.42857142858,13455.685714285713,13319.57142857143,13352.528571428573
Wed Sep 25 15:15:55 2019,163124.9655172414,13467.144827586206,13329.51724137931,13360.344827586205
Wed Sep 25 15:16:54 2019,207218.89285714287,13485.042857142855,13348.671428571428,13379.271428571423
Wed Sep 25 15:17:55 2019,167839.55172413794,13496.193103448275,13355.29655172414,13383.020689655172
Wed Sep 25 15:18:56 2019,146960.4827586207,13500.24827586207,13355.958620689655,13379.710344827587
Wed Sep 25 15:19:55 2019,146846.9642857143,13501.971428571429,13352.528571428573,13382.485714285713
Wed Sep 25 15:20:56 2019,154936.5172413793,13496.068965517243,13351.737931034488,13385.255172413792
Wed Sep 25 15:21:55 2019,219347.67857142858,13493.57142857143,13348.757142857145,13379.442857142858
Wed Sep 25 15:22:56 2019,166222.3448275862,13488.910344827587,13349.00689655172,13384.262068965514
Wed Sep 25 15:23:54 2019,216342.0,13492.114285714284,13351.971428571427,13391.014285714287
Wed Sep 25 15:24:55 2019,172968.6896551724,13497.10344827586,13359.43448275862,13398.579310344829
Wed Sep 25 15:25:56 2019,189489.7931034483,13492.593103448275,13355.958620689657,13394.731034482755
Wed Sep 25 15:26:55 2019,194078.39285714287,13493.05714285714,13358.657142857146,13392.214285714288
Wed Sep 25 15:27:56 2019,145387.5172413793,13493.710344827583,13363.365517241378,13398.124137931034
Wed Sep 25 15:28:55 2019,144799.64285714287,13496.657142857144,13356.300000000001,13390.157142857142
Wed Sep 25 15:29:56 2019,149639.6896551724,13496.896551724138,13356.827586206893,13391.006896551724
Wed Sep 25 15:30:55 2019,222641.0,13489.842857142856,13346.142857142857,13383.685714285717
Wed Sep 25 15:31:55 2019,174914.58620689655,13489.28275862069,13348.634482758622,13383.641379310344
Wed Sep 25 15:32:56 2019,186042.89655172414,13494.08275862069,13352.15172413793,13387.944827586205
Wed Sep 25 15:33:55 2019,215668.10714285713,13489.114285714288,13349.571428571426,13384.242857142859
Wed Sep 25 15:34:56 2019,154220.44827586206,13503.517241379308,13364.027586206894,13398.24827586207
Wed Sep 25 15:35:55 2019,225902.0357142857,13498.542857142858,13361.228571428572,13396.842857142856
Wed Sep 25 15:36:56 2019,183723.3103448276,13510.675862068967,13368.579310344829,13405.820689655173
Wed Sep 25 15:37:54 2019,180331.32142857142,13513.114285714288,13371.557142857142,13407.85714285714
Wed Sep 25 15:38:55 2019,180266.3103448276,13513.613793103446,13372.468965517239,13408.17931034483
Wed Sep 25 15:39:56 2019,226719.0,13493.420689655166,13351.406896551724,13389.600000000002
Wed Sep 25 15:40:55 2019,160647.32142857142,13504.885714285714,13362.300000000001,13398.685714285713
Wed Sep 25 15:41:56 2019,149838.3448275862,13494.99310344828,13353.765517241378,13388.813793103447
Wed Sep 25 15:42:55 2019,211608.32142857142,13482.042857142853,13345.328571428576,13379.185714285715
Wed Sep 25 15:43:56 2019,187810.9655172414,13498.220689655169,13359.14482758621,13392.08275862069
Wed Sep 25 15:44:54 2019,189149.60714285713,13506.771428571432,13368.9,13400.1
Wed Sep 25 15:45:55 2019,210592.0,13503.848275862068,13366.179310344827,13400.937931034485
Wed Sep 25 15:46:56 2019,169950.06896551725,13476.662068965516,13342.055172413795,13379.710344827587
Wed Sep 25 15:47:55 2019,183869.17857142858,13492.842857142856,13356.985714285716,13393.028571428571
Wed Sep 25 15:48:56 2019,208080.27586206896,13482.786206896553,13348.427586206897,13380.827586206899
Wed Sep 25 15:49:55 2019,149572.17857142858,13475.999999999998,13340.614285714282,13373.442857142856
Wed Sep 25 15:50:56 2019,149029.7931034483,13469.420689655175,13329.724137931033,13361.296551724137
Wed Sep 25 15:51:55 2019,154888.17857142858,13456.242857142852,13321.585714285711,13357.757142857141
Wed Sep 25 15:52:56 2019,220462.7931034483,13468.46896551724,13333.241379310346,13366.386206896552
Wed Sep 25 15:53:54 2019,167776.4642857143,13461.428571428569,13324.028571428573,13360.028571428571
Wed Sep 25 15:54:55 2019,203527.0,13445.793103448279,13313.958620689653,13351.613793103448
Wed Sep 25 15:55:56 2019,174376.72413793104,13449.641379310344,13319.958620689655,13353.972413793103
Wed Sep 25 15:56:55 2019,142187.67857142858,13444.542857142855,13313.18571428571,13349.185714285713
Wed Sep 25 15:57:56 2019,145401.37931034484,13454.068965517241,13322.689655172411,13359.020689655174
Wed Sep 25 15:58:55 2019,173557.07142857142,13447.157142857144,13314.471428571429,13350.985714285713
Wed Sep 25 15:59:56 2019,207103.89655172414,13434.041379310342,13300.882758620692,13335.103448275862
Wed Sep 25 16:00:54 2019,169919.89285714287,13441.542857142858,13308.514285714282,13342.32857142857
Wed Sep 25 16:01:55 2019,156927.0344827586,13433.255172413794,13299.724137931033,13335.310344827583
Wed Sep 25 16:02:54 2019,150597.92857142858,13437.214285714286,13306.157142857146,13342.542857142853
Wed Sep 25 16:03:55 2019,213637.75862068965,13429.28275862069,13300.59310344828,13338.0
Wed Sep 25 16:04:56 2019,166674.8620689655,13442.358620689656,13312.344827586208,13351.779310344828
Wed Sep 25 16:05:55 2019,179947.92857142858,13430.4,13302.51428571429,13339.885714285714
Wed Sep 25 16:06:56 2019,204153.93103448275,13392.827586206897,13262.97931034483,13300.634482758618
Wed Sep 25 16:07:54 2019,163195.2142857143,13399.885714285718,13269.600000000002,13300.714285714286
Wed Sep 25 16:08:55 2019,146268.27586206896,13373.875862068966,13245.848275862068,13277.006896551724
Wed Sep 25 16:09:54 2019,144703.7857142857,13345.457142857145,13217.614285714284,13250.657142857144
Wed Sep 25 16:10:55 2019,142475.4827586207,13338.993103448276,13208.565517241379,13242.289655172415
Wed Sep 25 16:11:56 2019,142890.06896551725,13335.31034482759,13205.834482758619,13241.917241379311
Wed Sep 25 16:12:55 2019,217236.42857142858,13331.485714285713,13201.757142857141,13237.328571428574
Wed Sep 25 16:13:56 2019,156306.89655172414,13334.565517241379,13202.772413793105,13241.213793103447
Wed Sep 25 16:14:55 2019,159107.35714285713,13340.27142857143,13206.042857142855,13243.157142857144
Wed Sep 25 16:15:56 2019,204088.93103448275,13334.23448275862,13199.255172413792,13234.758620689656
Wed Sep 25 16:16:54 2019,163166.82142857142,13334.957142857138,13205.357142857143,13233.214285714284
Wed Sep 25 16:17:55 2019,166318.2068965517,13340.193103448273,13206.413793103447,13239.806896551725
Wed Sep 25 16:18:54 2019,163394.10714285713,13336.45714285714,13203.642857142859,13237.457142857147
Wed Sep 25 16:19:55 2019,162371.5172413793,13338.082758620689,13204.13793103448,13237.98620689655
Wed Sep 25 16:20:56 2019,209272.7931034483,13345.531034482756,13211.875862068962,13245.434482758617
Wed Sep 25 16:21:55 2019,151442.4642857143,13360.457142857142,13224.857142857143,13258.885714285716
Wed Sep 25 16:22:56 2019,136462.37931034484,13376.979310344828,13236.24827586207,13265.83448275862
Wed Sep 25 16:23:55 2019,192488.85714285713,13379.185714285713,13234.628571428568,13261.800000000001
Wed Sep 25 16:24:56 2019,182695.6551724138,13370.937931034483,13230.24827586207,13262.855172413794
Wed Sep 25 16:25:54 2019,160778.60714285713,13388.914285714287,13246.671428571428,13279.157142857144
Wed Sep 25 16:26:55 2019,210204.37931034484,13414.013793103448,13271.006896551724,13291.406896551727
Wed Sep 25 16:27:54 2019,158876.7142857143,13437.899999999996,13290.77142857143,13312.414285714287
Wed Sep 25 16:28:55 2019,142865.93103448275,13445.710344827587,13292.441379310345,13320.124137931036
Wed Sep 25 16:29:56 2019,142098.3448275862,13430.400000000003,13281.351724137932,13306.96551724138
Wed Sep 25 16:30:55 2019,142304.85714285713,13395.557142857144,13257.000000000002,13292.485714285713
Wed Sep 25 16:31:56 2019,141567.44827586206,13407.268965517242,13264.924137931033,13295.420689655173
Wed Sep 25 16:32:55 2019,211842.75,13434.900000000003,13285.328571428568,13307.27142857143
Wed Sep 25 16:33:55 2019,159661.3103448276,13421.75172413793,13276.92413793104,13304.731034482758
Wed Sep 25 16:34:54 2019,138536.25,13401.642857142855,13265.442857142856,13295.05714285714
Wed Sep 25 16:35:55 2019,210036.8620689655,13391.710344827585,13254.16551724138,13284.49655172414
Wed Sep 25 16:36:56 2019,166767.0344827586,13395.931034482755,13257.765517241378,13290.124137931036
Wed Sep 25 16:37:55 2019,166442.2142857143,13384.028571428575,13247.357142857141,13280.44285714286
Wed Sep 25 16:38:56 2019,166150.3448275862,13389.51724137931,13254.289655172415,13284.620689655172
Wed Sep 25 16:39:55 2019,153564.42857142858,13388.657142857144,13249.114285714286,13281.128571428571
Wed Sep 25 16:40:55 2019,141132.27586206896,13398.0,13256.4,13288.882758620688
Wed Sep 25 16:41:54 2019,212889.32142857142,13398.728571428572,13262.142857142857,13294.542857142858
Wed Sep 25 16:42:55 2019,166777.6896551724,13411.737931034486,13269.972413793104,13303.820689655173
Wed Sep 25 16:43:54 2019,167325.75,13426.414285714289,13287.214285714288,13318.199999999999
Wed Sep 25 16:44:55 2019,210855.72413793104,13421.75172413793,13282.96551724138,13316.4
Wed Sep 25 16:45:56 2019,150821.58620689655,13415.793103448274,13276.137931034486,13308.786206896551
Wed Sep 25 16:46:55 2019,158347.85714285713,13435.75714285714,13299.342857142858,13331.357142857145
Wed Sep 25 16:47:56 2019,207854.24137931035,13440.455172413793,13300.551724137931,13330.882758620688
Wed Sep 25 16:48:55 2019,168422.32142857142,13436.271428571432,13298.18571428571,13329.942857142858
Wed Sep 25 16:49:55 2019,165968.9655172414,13423.282758620688,13282.179310344827,13314.0
Wed Sep 25 16:50:54 2019,165537.5357142857,13472.785714285712,13329.042857142855,13361.74285714286
Wed Sep 25 16:51:55 2019,152226.3103448276,13457.420689655173,13316.027586206894,13351.696551724137
Wed Sep 25 16:52:56 2019,198966.72413793104,13436.068965517241,13296.331034482759,13333.282758620686
Wed Sep 25 16:53:55 2019,178393.7142857143,13421.742857142857,13279.628571428571,13314.728571428572
Wed Sep 25 16:54:56 2019,165293.89655172414,13430.56551724138,13289.089655172413,13326.455172413793
Wed Sep 25 16:55:55 2019,217715.42857142858,13429.628571428573,13290.9,13328.442857142856
Wed Sep 25 16:56:56 2019,174788.0,13422.248275862072,13287.144827586208,13322.979310344828
Wed Sep 25 16:57:54 2019,158670.75,13405.585714285713,13265.142857142853,13304.785714285714
Wed Sep 25 16:58:55 2019,141807.2068965517,13417.903448275862,13280.937931034481,13320.124137931034
Wed Sep 25 16:59:56 2019,138048.6551724138,13427.627586206894,13287.765517241382,13327.737931034482
Wed Sep 25 17:00:55 2019,140122.5,13418.871428571425,13281.171428571428,13319.871428571432
Wed Sep 25 17:01:56 2019,181924.8620689655,13434.289655172415,13295.172413793105,13335.351724137925
Wed Sep 25 17:02:55 2019,196306.7857142857,13428.214285714284,13290.128571428573,13331.614285714288
Wed Sep 25 17:03:56 2019,162696.9655172414,13451.668965517241,13317.10344827586,13351.986206896549
Wed Sep 25 17:04:54 2019,197126.64285714287,13434.04285714286,13307.742857142857,13340.571428571431
Wed Sep 25 17:05:55 2019,171447.44827586206,13411.69655172414,13279.158620689659,13315.61379310345
Wed Sep 25 17:06:56 2019,135986.1379310345,13411.53103448276,13272.827586206899,13312.841379310348
Wed Sep 25 17:07:55 2019,138262.92857142858,13412.099999999997,13267.028571428573,13311.985714285716
Wed Sep 25 17:08:56 2019,138672.41379310345,13418.4,13272.165517241383,13313.710344827585
Wed Sep 25 17:09:55 2019,204124.42857142858,13416.6,13267.414285714289,13311.257142857145
Wed Sep 25 17:10:55 2019,177645.41379310345,13419.144827586206,13271.71034482759,13314.537931034482
Wed Sep 25 17:11:54 2019,156616.07142857142,13429.714285714288,13286.100000000002,13328.185714285713
Wed Sep 25 17:12:55 2019,139847.5172413793,13406.772413793102,13270.22068965517,13310.81379310345
Wed Sep 25 17:13:56 2019,210746.10344827586,13408.882758620693,13268.979310344825,13312.882758620692
Wed Sep 25 17:14:55 2019,164479.75,13410.771428571426,13279.928571428569,13316.442857142856
Wed Sep 25 17:15:56 2019,162724.27586206896,13420.924137931032,13292.979310344828,13328.317241379313
Wed Sep 25 17:16:55 2019,212311.10714285713,13416.385714285714,13292.22857142857,13327.157142857144
Wed Sep 25 17:17:56 2019,160055.1379310345,13430.689655172417,13304.813793103449,13338.496551724134
Wed Sep 25 17:18:54 2019,140651.14285714287,13429.028571428573,13286.014285714284,13334.48571428571
Wed Sep 25 17:19:55 2019,141104.89655172414,13429.282758620695,13289.627586206898,13334.689655172413
Wed Sep 25 17:20:54 2019,141353.75,13434.942857142856,13291.757142857145,13340.7
Wed Sep 25 17:21:55 2019,140080.5172413793,13427.999999999996,13285.406896551724,13334.400000000001
Wed Sep 25 17:22:56 2019,213154.6551724138,13420.220689655169,13275.600000000002,13324.179310344827
Wed Sep 25 17:23:55 2019,156733.32142857142,13418.828571428572,13273.157142857144,13316.614285714288
Wed Sep 25 17:24:56 2019,139977.6896551724,13422.082758620689,13278.0,13323.268965517242
Wed Sep 25 17:25:55 2019,212658.85714285713,13418.742857142857,13270.671428571426,13315.242857142857
Wed Sep 25 17:26:56 2019,162384.89655172414,13416.331034482759,13266.45517241379,13312.800000000001
Wed Sep 25 17:27:54 2019,166073.0,13413.771428571426,13268.785714285714,13312.285714285712
Wed Sep 25 17:28:55 2019,166701.9655172414,13414.344827586205,13269.641379310344,13313.875862068966
Wed Sep 25 17:29:56 2019,164930.9655172414,13412.731034482757,13267.572413793107,13312.386206896552
Wed Sep 25 17:30:55 2019,164629.14285714287,13425.085714285713,13279.714285714286,13326.557142857142
Wed Sep 25 17:31:56 2019,211431.3448275862,13420.468965517239,13275.47586206897,13321.158620689652
Wed Sep 25 17:32:55 2019,140761.39285714287,13427.057142857144,13282.414285714287,13327.071428571431
Wed Sep 25 17:33:56 2019,166133.3103448276,13429.489655172412,13284.49655172414,13330.096551724138
Wed Sep 25 17:34:54 2019,197953.7142857143,13417.885714285714,13271.314285714287,13317.042857142855
Wed Sep 25 17:35:55 2019,160654.4827586207,13420.841379310341,13275.103448275862,13319.255172413794
Wed Sep 25 17:36:56 2019,192881.75862068965,13422.579310344825,13278.786206896551,13325.668965517241
Wed Sep 25 17:37:55 2019,188329.75,13434.128571428571,13291.842857142856,13340.614285714286
Wed Sep 25 17:38:56 2019,148711.1724137931,13437.682758620687,13294.01379310345,13343.627586206894
Wed Sep 25 17:39:55 2019,143706.5357142857,13450.2,13304.785714285712,13356.557142857144
Wed Sep 25 17:40:56 2019,143047.5172413793,13452.786206896551,13309.241379310344,13356.951724137933
Wed Sep 25 17:41:54 2019,141201.39285714287,13466.914285714289,13318.157142857144,13366.842857142854
Wed Sep 25 17:42:55 2019,201128.55172413794,13460.772413793102,13312.427586206899,13362.289655172413
Wed Sep 25 17:43:54 2019,170949.0357142857,13460.35714285714,13315.157142857146,13362.3
Wed Sep 25 17:44:55 2019,137922.0,13461.434482758621,13314.206896551721,13362.206896551723
Wed Sep 25 17:45:56 2019,208974.62068965516,13437.475862068966,13291.199999999999,13341.765517241378
Wed Sep 25 17:46:55 2019,169277.4642857143,13441.757142857145,13290.900000000003,13339.32857142857
Wed Sep 25 17:47:56 2019,166301.2068965517,13444.137931034486,13294.717241379305,13342.593103448275
Wed Sep 25 17:48:54 2019,165221.57142857142,13454.657142857144,13306.842857142858,13358.57142857143
Wed Sep 25 17:49:55 2019,164834.7931034483,13469.296551724137,13323.062068965517,13370.648275862071
Wed Sep 25 17:50:56 2019,166061.44827586206,13561.2,13406.482758620688,13453.613793103446
Wed Sep 25 17:51:55 2019,181151.07142857142,13574.571428571426,13421.399999999998,13471.457142857142
Wed Sep 25 17:52:56 2019,197863.44827586206,13568.56551724138,13416.993103448274,13464.662068965521
Wed Sep 25 17:53:55 2019,134011.92857142858,13574.614285714286,13423.585714285711,13469.4
Wed Sep 25 17:54:56 2019,172814.5172413793,13540.468965517239,13386.331034482755,13434.70344827586
Wed Sep 25 17:55:54 2019,194199.25,13535.657142857144,13383.257142857141,13428.471428571427
Wed Sep 25 17:56:55 2019,163214.10344827586,13532.193103448275,13380.74482758621,13425.351724137932
Wed Sep 25 17:57:54 2019,164554.2857142857,13511.657142857144,13358.35714285714,13408.757142857141
Wed Sep 25 17:58:55 2019,163872.06896551725,13491.558620689655,13338.248275862068,13390.8
Wed Sep 25 17:59:56 2019,180619.41379310345,13504.344827586207,13348.8,13399.448275862069
Wed Sep 25 18:00:55 2019,203506.92857142858,13515.385714285716,13359.342857142856,13409.142857142857
Wed Sep 25 18:01:56 2019,139614.5172413793,13518.289655172415,13360.758620689654,13411.158620689657
Wed Sep 25 18:02:55 2019,136485.2857142857,13510.371428571429,13357.714285714284,13408.757142857141
Wed Sep 25 18:03:56 2019,208796.37931034484,13529.503448275864,13377.889655172416,13424.027586206897
Wed Sep 25 18:04:54 2019,171626.67857142858,13533.899999999998,13378.328571428572,13422.342857142854
Wed Sep 25 18:05:55 2019,163769.5172413793,13547.213793103449,13388.85517241379,13435.696551724135
Wed Sep 25 18:06:54 2019,216462.7142857143,13548.0,13391.742857142857,13437.3
Wed Sep 25 18:07:55 2019,157595.2068965517,13546.8,13388.606896551726,13437.599999999999
Wed Sep 25 18:08:56 2019,144037.5172413793,13542.16551724138,13381.820689655175,13429.2
Wed Sep 25 18:09:55 2019,143032.32142857142,13545.299999999997,13385.7,13437.857142857145
Wed Sep 25 18:10:56 2019,142489.2068965517,13547.66896551724,13387.199999999999,13439.33793103448
Wed Sep 25 18:11:55 2019,139093.42857142858,13558.628571428568,13394.999999999998,13444.328571428574
Wed Sep 25 18:12:56 2019,209790.1379310345,13551.186206896553,13395.475862068964,13446.331034482759
Wed Sep 25 18:13:54 2019,152272.67857142858,13539.72857142857,13380.98571428571,13432.114285714288
Wed Sep 25 18:14:55 2019,136551.6551724138,13542.372413793106,13384.386206896552,13438.386206896552
Wed Sep 25 18:15:54 2019,213442.9642857143,13523.957142857145,13368.471428571429,13422.042857142858
Wed Sep 25 18:16:55 2019,167808.89655172414,13536.413793103447,13380.951724137933,13432.096551724138
Wed Sep 25 18:17:56 2019,166400.62068965516,13542.3724137931,13388.68965517241,13437.227586206896
Wed Sep 25 18:18:55 2019,165338.5357142857,13538.999999999998,13381.542857142858,13434.04285714286
Wed Sep 25 18:19:56 2019,151150.44827586206,13512.372413793106,13355.213793103449,13406.524137931036
Wed Sep 25 18:20:55 2019,140487.9642857143,13517.22857142857,13356.514285714287,13407.3
Wed Sep 25 18:21:56 2019,170344.1724137931,13523.793103448275,13366.05517241379,13414.055172413793
Wed Sep 25 18:22:54 2019,196555.42857142858,13519.585714285715,13356.771428571428,13410.342857142858
Wed Sep 25 18:23:55 2019,158445.06896551725,13520.855172413794,13357.44827586207,13408.55172413793
Wed Sep 25 18:24:56 2019,194015.89655172414,13505.710344827587,13345.282758620691,13401.848275862068
Wed Sep 25 18:25:55 2019,172325.57142857142,13496.785714285716,13335.514285714287,13387.499999999996
Wed Sep 25 18:26:56 2019,136253.1379310345,13499.54482758621,13337.586206896554,13394.400000000001
Wed Sep 25 18:27:54 2019,140637.0357142857,13500.214285714286,13334.785714285712,13392.257142857141
Wed Sep 25 18:28:55 2019,142101.8620689655,13500.455172413793,13342.63448275862,13397.420689655171
Wed Sep 25 18:29:56 2019,198942.62068965516,13497.641379310344,13341.806896551723,13396.30344827586
Wed Sep 25 18:30:55 2019,177705.25,13497.128571428573,13341.342857142854,13394.657142857142
Wed Sep 25 18:31:56 2019,155532.6551724138,13491.806896551727,13340.482758620696,13391.627586206894
Wed Sep 25 18:32:54 2019,134129.0,13493.271428571426,13340.185714285715,13391.914285714287
Wed Sep 25 18:33:55 2019,206658.4827586207,13492.262068965516,13343.544827586204,13393.655172413795
Wed Sep 25 18:34:56 2019,174503.5172413793,13497.848275862067,13348.220689655172,13402.551724137931
Wed Sep 25 18:35:55 2019,163528.7857142857,13530.985714285713,13379.7,13429.885714285716
Wed Sep 25 18:36:55 2019,215340.44827586206,13524.455172413793,13375.324137931035,13424.275862068966
Wed Sep 25 18:37:56 2019,165074.4827586207,13528.965517241377,13380.662068965516,13425.931034482755
Wed Sep 25 18:38:55 2019,143419.10714285713,13528.457142857142,13380.257142857143,13426.199999999997
Wed Sep 25 18:39:56 2019,143849.3103448276,13541.131034482754,13387.820689655178,13434.993103448278
Wed Sep 25 18:40:54 2019,142049.39285714287,13567.114285714286,13411.242857142857,13458.385714285714
Wed Sep 25 18:41:55 2019,139299.27586206896,13570.800000000003,13416.70344827586,13467.186206896551
Wed Sep 25 18:42:54 2019,190384.2857142857,13565.871428571427,13405.628571428573,13457.228571428568
Wed Sep 25 18:43:55 2019,175534.7931034483,13568.896551724134,13410.12413793103,13463.089655172413
Wed Sep 25 18:44:56 2019,132494.8275862069,13576.303448275861,13418.56551724138,13469.958620689657
